# smart_rehome 2026-04-07T00:34:52.854Z
assets/obstacles/urban/Obstacle_Urban_Prop_076483e5.png ? assets/units/vehicles/Obstacle_Urban_Prop_076483e5.png | vehicle | from_root_tmp/tmp_vehicle_cell_strip.png →
assets/tiles/urban/Tile_Urban_TileStrip_15dfac0a.png ? assets/ui/panels/Tile_Urban_TileStrip_15dfac0a.png | ui | PNG modern gui plus more/Main menu/Button BG.png →
assets/tiles/urban/Tile_Urban_Tile_592b44ad.png ? assets/ui/minimap/Tile_Urban_Tile_592b44ad.png | ui | PNG modern gui plus more/Minimap/A-Air.png →
assets/tiles/urban/Tile_Urban_Tile_cf2bf310.png ? assets/ui/minimap/Tile_Urban_Tile_cf2bf310.png | ui | PNG modern gui plus more/Minimap/A-Helicopter.png →
assets/obstacles/desert/Obstacle_Desert_Prop_9218491e.png ? assets/ui/minimap/Obstacle_Desert_Prop_9218491e.png | ui | PNG modern gui plus more/Minimap/A-Jeep.png →
assets/obstacles/desert/Obstacle_Desert_Prop_1b3982fc.png ? assets/ui/minimap/Obstacle_Desert_Prop_1b3982fc.png | ui | PNG modern gui plus more/Minimap/A-Panzer.png →
assets/units/urban/Unit_Urban_Sprite_00bee21e.png ? assets/ui/minimap/Unit_Urban_Sprite_00bee21e.png | ui | PNG modern gui plus more/Minimap/A-Soldier.png →
assets/tiles/urban/Tile_Urban_Tile_5ad0fb54.png ? assets/ui/minimap/Tile_Urban_Tile_5ad0fb54.png | ui | PNG modern gui plus more/Minimap/E-Air.png →
assets/tiles/urban/Tile_Urban_Tile_025e7fe8.png ? assets/ui/minimap/Tile_Urban_Tile_025e7fe8.png | ui | PNG modern gui plus more/Minimap/E-Helicopter.png →
assets/obstacles/urban/Obstacle_Urban_Prop_e9eb7e53.png ? assets/ui/minimap/Obstacle_Urban_Prop_e9eb7e53.png | ui | PNG modern gui plus more/Minimap/E-Jeep.png →
assets/obstacles/urban/Obstacle_Urban_Prop_6f28c056.png ? assets/ui/minimap/Obstacle_Urban_Prop_6f28c056.png | ui | PNG modern gui plus more/Minimap/E-Panzer.png →
assets/units/urban/Unit_Urban_Sprite_4c141762.png ? assets/ui/minimap/Unit_Urban_Sprite_4c141762.png | ui | PNG modern gui plus more/Minimap/E-Soldier.png →
assets/obstacles/urban/Obstacle_Urban_Prop_7c616fe5.png ? assets/ui/minimap/Obstacle_Urban_Prop_7c616fe5.png | ui | PNG modern gui plus more/Minimap/Minimap BG.png →
assets/tiles/urban/Tile_Urban_Tile_3511ab28.png ? assets/ui/minimap/Tile_Urban_Tile_3511ab28.png | ui | PNG modern gui plus more/Minimap/N-Air.png →
assets/tiles/urban/Tile_Urban_Tile_eacb6bb1.png ? assets/ui/minimap/Tile_Urban_Tile_eacb6bb1.png | ui | PNG modern gui plus more/Minimap/N-Helicoper.png →
assets/obstacles/urban/Obstacle_Urban_Prop_b2288da9.png ? assets/ui/minimap/Obstacle_Urban_Prop_b2288da9.png | ui | PNG modern gui plus more/Minimap/N-Jeep.png →
assets/obstacles/urban/Obstacle_Urban_Prop_c5964e5a.png ? assets/ui/minimap/Obstacle_Urban_Prop_c5964e5a.png | ui | PNG modern gui plus more/Minimap/N-Panzer.png →
assets/units/urban/Unit_Urban_Sprite_a454a348.png ? assets/ui/minimap/Unit_Urban_Sprite_a454a348.png | ui | PNG modern gui plus more/Minimap/N-Soldier.png →
assets/obstacles/urban/Obstacle_Urban_Prop_24f5789a.png ? assets/ui/panels/Obstacle_Urban_Prop_24f5789a.png | ui | PNG modern gui plus more/Mission Failed/BG Preset.png →
assets/obstacles/urban/Obstacle_Urban_Prop_34d39188.png ? assets/ui/panels/Obstacle_Urban_Prop_34d39188.png | ui | PNG modern gui plus more/Mission Failed/BG.png →
assets/tiles/urban/Tile_Urban_TileStrip_09619b99.png ? assets/ui/panels/Tile_Urban_TileStrip_09619b99.png | ui | PNG modern gui plus more/Mission Failed/BTN Retry.png →
assets/tiles/urban/Tile_Urban_Tile_763f7744.png ? assets/ui/panels/Tile_Urban_Tile_763f7744.png | ui | PNG modern gui plus more/Pause menu/BG.png →
assets/tiles/urban/Tile_Urban_TileStrip_cd289791.png ? assets/ui/panels/Tile_Urban_TileStrip_cd289791.png | ui | PNG modern gui plus more/Pause menu/BTN BACK.png →
assets/tiles/urban/Tile_Urban_TileStrip_e503dca8.png ? assets/ui/panels/Tile_Urban_TileStrip_e503dca8.png | ui | PNG modern gui plus more/Pause menu/BTN MENU.png →
assets/tiles/urban/Tile_Urban_TileStrip_7f44c89d.png ? assets/ui/panels/Tile_Urban_TileStrip_7f44c89d.png | ui | PNG modern gui plus more/Pause menu/BTN SETTINGS.png →
assets/tiles/urban/Tile_Urban_TileStrip_80014f8a.png ? assets/ui/panels/Tile_Urban_TileStrip_80014f8a.png | ui | PNG modern gui plus more/Pause menu/Line.png →
assets/tiles/urban/Tile_Urban_Tile_f7c755f7.png ? assets/ui/panels/Tile_Urban_Tile_f7c755f7.png | ui | PNG modern gui plus more/Pause menu/PAUSE PRESET.png →
assets/obstacles/urban/Obstacle_Urban_Strip_065d25d7.png ? assets/ui/panels/Obstacle_Urban_Strip_065d25d7.png | ui | PNG modern gui plus more/Pause menu/Pause.png →
assets/tiles/urban/Tile_Urban_Tile_03efa9b9.png ? assets/ui/panels/Tile_Urban_Tile_03efa9b9.png | ui | PNG modern gui plus more/Pause menu/Star.png →
assets/tiles/urban/Tile_Urban_TileStrip_e623ea5e.png ? assets/ui/panels/Tile_Urban_TileStrip_e623ea5e.png | ui | PNG modern gui plus more/Settings/Bar BG.png →
assets/tiles/urban/Tile_Urban_TileStrip_517e188a.png ? assets/ui/panels/Tile_Urban_TileStrip_517e188a.png | ui | PNG modern gui plus more/Settings/Bar.png →
assets/tiles/urban/Tile_Urban_TileStrip_8a69b372.png ? assets/ui/panels/Tile_Urban_TileStrip_8a69b372.png | ui | PNG modern gui plus more/Settings/BTN OK.png →
assets/tiles/urban/Tile_Urban_Tile_21b03b71.png ? assets/ui/panels/Tile_Urban_Tile_21b03b71.png | ui | PNG modern gui plus more/Settings/Chebox 02.png →
assets/tiles/urban/Tile_Urban_TileStrip_95a15df9.png ? assets/ui/panels/Tile_Urban_TileStrip_95a15df9.png | ui | PNG modern gui plus more/Settings/Checkbox 01.png →
assets/tiles/urban/Tile_Urban_TileStrip_72a6dd8d.png ? assets/ui/panels/Tile_Urban_TileStrip_72a6dd8d.png | ui | PNG modern gui plus more/Settings/Checkbox 03.png →
assets/obstacles/urban/Obstacle_Urban_Prop_f8572352.png ? assets/ui/panels/Obstacle_Urban_Prop_f8572352.png | ui | PNG modern gui plus more/Settings/Description Area.png →
assets/tiles/urban/Tile_Urban_Tile_589144ad.png ? assets/ui/panels/Tile_Urban_Tile_589144ad.png | ui | PNG modern gui plus more/Settings/Mark.png →
assets/obstacles/urban/Obstacle_Urban_Prop_f26e68d3.png ? assets/ui/panels/Obstacle_Urban_Prop_f26e68d3.png | ui | PNG modern gui plus more/Settings/Settings BG.png →
assets/guns/handgun/Gun_Urban_Handgun_11ff4974.png ? assets/ui/panels/Gun_Urban_Handgun_11ff4974.png | ui | PNG modern gui plus more/Upgrade/BAR Point 0.png →
assets/guns/handgun/Gun_Urban_Handgun_70a20587.png ? assets/ui/panels/Gun_Urban_Handgun_70a20587.png | ui | PNG modern gui plus more/Upgrade/BAR Point 1.png →
assets/tiles/urban/Tile_Urban_Tile_cf556564.png ? assets/ui/panels/Tile_Urban_Tile_cf556564.png | ui | PNG modern gui plus more/Upgrade/BG.png →
assets/tiles/urban/Tile_Urban_Tile_75e9edc7.png ? assets/ui/panels/Tile_Urban_Tile_75e9edc7.png | ui | PNG modern gui plus more/Upgrade/PLUS off.png →
assets/tiles/urban/Tile_Urban_Tile_bfac31ad.png ? assets/ui/panels/Tile_Urban_Tile_bfac31ad.png | ui | PNG modern gui plus more/Upgrade/plus on.png →
assets/tiles/urban/Tile_Urban_Tile_188339a9.png ? assets/ui/panels/Tile_Urban_Tile_188339a9.png | ui | PNG modern gui plus more/Upgrade/Upgrade Preset.png →
assets/tiles/urban/Tile_Urban_TileStrip_d81338fb.png ? assets/ui/panels/Tile_Urban_TileStrip_d81338fb.png | ui | PNG modern gui plus more/Victory/BTN MENU.png →
assets/tiles/urban/Tile_Urban_TileStrip_7b9c9da0.png ? assets/ui/panels/Tile_Urban_TileStrip_7b9c9da0.png | ui | PNG modern gui plus more/Victory/BTN OK.png →
assets/tiles/urban/Tile_Urban_Tile_2da0312b.png ? assets/ui/panels/Tile_Urban_Tile_2da0312b.png | ui | PNG modern gui plus more/Victory/Star.png →
assets/tiles/urban/Tile_Urban_Tile_794ef4b8.png ? assets/ui/panels/Tile_Urban_Tile_794ef4b8.png | ui | PNG modern gui plus more/Victory/Victory panel Preset.png →
